finding_id,target_id,relation,half,note
#1856,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1857,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1858,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1859,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1859,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1860,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1860,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1861,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1862,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1863,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1863,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1864,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1865,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1866,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1866,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1867,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1867,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1868,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1868,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1869,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1869,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1870,BOUND-01,WORDING-FOR,,Pass #4 cluster target: Layer Boundaries.
#1870,Shared Architecture,WORDING-FOR,,Pass #4 cluster target: Layer Boundaries.
#1871,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1871,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1872,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1872,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1873,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1873,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1874,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1874,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1874,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1875,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1875,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1876,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1876,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1876,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1877,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1877,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1878,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1879,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1880,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1881,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1882,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1882,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1882,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1883,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1884,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1884,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1885,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1885,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1885,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1886,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1886,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1886,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1887,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1888,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1888,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1888,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1889,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1889,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1890,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1890,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1891,BOUND-01,SOURCE-OF,,Pass #4 cluster target: Layer Boundaries.
#1891,Shared Architecture,SOURCE-OF,,Pass #4 cluster target: Layer Boundaries.
#1892,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1893,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1893,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1894,BOUND-01,WORDING-FOR,,Pass #4 cluster target: Layer Boundaries.
#1894,Shared Architecture,WORDING-FOR,,Pass #4 cluster target: Layer Boundaries.
#1895,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1895,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1896,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1896,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1897,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1898,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1899,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1900,CORE-01,MERGED-INTO,,Pass #4 cluster target: Core World-Space Membership.
#1901,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1902,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1902,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1902,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1903,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1904,CORE-01,MERGED-INTO,,Pass #4 cluster target: Core World-Space Membership.
#1905,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1905,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1906,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1906,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1907,DEF-03,MERGED-INTO,,Pass #4 cluster target: Finite Expressibility and Determinism.
#1908,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1909,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1910,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1910,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1911,CORE-04,WORDING-FOR,,Pass #4 cluster target: Single Canonical Truth.
#1911,DEF-01,WORDING-FOR,,Pass #4 cluster target: Single Canonical Truth.
#1912,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1912,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1913,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1913,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1914,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1914,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1915,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1915,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1916,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1916,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1917,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1917,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1918,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1918,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1919,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1919,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1920,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1920,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1921,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1922,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1923,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1924,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1925,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1926,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1926,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1927,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1928,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1928,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1929,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1929,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1930,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1930,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1931,CORE-02,MERGED-INTO,,Pass #4 cluster target: Survey-to-World Relationship.
#1932,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1932,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1933,CORE-02,MERGED-INTO,,Pass #4 cluster target: Survey-to-World Relationship.
#1934,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#1935,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#1936,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1936,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1937,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1937,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1938,CONST-04,MERGED-INTO,,Pass #4 cluster target: Connectedness and Topology.
#1939,CONST-04,MERGED-INTO,,Pass #4 cluster target: Connectedness and Topology.
#1940,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1940,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1941,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1942,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1942,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1943,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1943,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1944,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1944,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1945,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1945,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1946,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1946,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1947,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1948,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1948,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1949,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1950,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1950,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1951,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1952,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1952,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1953,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1954,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1954,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1955,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1956,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1956,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1957,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1957,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1958,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1958,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1959,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1959,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1960,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1960,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1961,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1961,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1962,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1962,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1963,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1963,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1964,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1964,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1965,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1966,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1967,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1967,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1968,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1968,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1969,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1969,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1970,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1970,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1971,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1972,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1972,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1973,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1973,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1974,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1974,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1975,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1975,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1976,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1976,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1977,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1977,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1978,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1978,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1979,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1979,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1980,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1980,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1981,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1981,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1982,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1982,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1983,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1983,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1984,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1984,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1985,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
