finding_id,finding_title,original_classification,original_disposition,original_cluster,original_confidence,final_disposition,primary_target,consolidation_parent,pass_resolution,is_survivor,is_mirror,notes
#2018,Spatial Ground Must Formalize Intuitive Concepts Before Canonizing Them,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Terminology Discipline,HIGH,Merged,Terminology Register,#2017,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2019,Spatial Ground Must Distinguish Informal “Inside” From Canonical Membership,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2020,Spatial Ground Must Distinguish Informal “Outside” From Canonical Non-Membership,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2021,Spatial Ground Must Distinguish Visual Edge From Membership Transition,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2022,Spatial Ground Must Preserve Exact Membership Beneath Anti-Aliasing,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2023,Spatial Ground Must Preserve Exact Membership Beneath Procedural Visual Noise,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2024,Spatial Ground Must Preserve Exact Membership Beneath Artistic Interpretation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2025,Spatial Ground Must Permit Representational Abstraction,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2026,Spatial Ground Must Prevent Abstraction From Becoming Authority,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2027,Spatial Ground Must Preserve Exactness Beneath Generalization,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2028,Spatial Ground Must Preserve Exactness Beneath Scale-Dependent Representation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Precision and Refinement,HIGH,Merged,DEF-06,#244,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2029,Spatial Ground Must Preserve Exactness Beneath Semantic Zoom,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2030,Spatial Ground Must Preserve Exactness Beneath Progressive Disclosure,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2031,Spatial Ground Must Distinguish Discovery Interface From Spatial Discovery,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2032,Spatial Ground Must Distinguish User Exploration From Foundational Discovery,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2033,Spatial Ground Must Distinguish Architectural Discovery From User Discovery,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Historical Traceability,HIGH,Merged,Governance Register,#1791,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2034,Spatial Ground Must Distinguish Foundational Discovery From Foundational Invention,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Constitutional Subordination,HIGH,Merged,CONST-01,#91,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2035,Spatial Ground Must Preserve Recognition Before Representation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#2,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2036,Spatial Ground Must Distinguish Recognition From Encoding,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2037,Spatial Ground Must Distinguish Encoding Choice From Canonical Commitment,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#29,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2038,Spatial Ground Must Preserve Semantic Continuity Across Encoding Families,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Canonical Equivalence,HIGH,Merged,DEF-05,#1486,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2039,Spatial Ground Must Preserve Semantic Continuity Across Formalisms,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Canonical Equivalence,HIGH,Merged,DEF-05,#65,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2040,Spatial Ground Must Not Require Formalism Loyalty,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Technology and Infrastructure Independence,HIGH,Merged,CORE-05b,#81,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2041,Spatial Ground Must Distinguish Mathematical Meaning From Mathematical Notation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#29,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2042,Spatial Ground Must Preserve Mathematical Definitions Across Notational Change,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Canonical Equivalence,HIGH,Merged,DEF-05,#65,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2043,Spatial Ground Must Avoid Notation-Dependent Ambiguity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Finite Expressibility and Determinism,HIGH,Merged,DEF-03,#27,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2044,Spatial Ground Must Preserve Unit Meaning Across Representation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,HIGH,Merged,DOWN-01,#12,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2045,Spatial Ground Must Prevent Unit Conversion From Becoming Spatial Mutation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2046,Spatial Ground Must Preserve Dimensional Discipline,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Finite Expressibility and Determinism,HIGH,Specification,DEF-03,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#2047,Spatial Ground Must Prevent Dimensional Category Errors,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Conformance and Validation,HIGH,Merged,DEF-04,#66,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
